ID,Internal Reference,Name,Cost,Sales Price,Internal Category,Product Type,Alamat,Tipe,Nama Cluster/Apartement/Hotel,Zona,Tower,Type Unit,Jenis,Lantai,Nett,Semi Gross,Status Ketersediaan,Can be Sold,Can be Purchased,Property,Status Property,Daftar Harga / Tanggal,Daftar Harga / Harga,Products / Vendors / Price,Products / Vendors / Vendor
A/02/10,A/02/10,A/02/10,580592870.00,644819000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,2BRC,Hunian,02,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,644819000.00,527811700.00,PT ALFA RETAILINDO
A/02/11,A/02/11,A/02/11,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,02,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/02/12,A/02/12,A/02/12,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,02,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/02/15,A/02/15,A/02/15,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,02,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/02/16,A/02/16,A/02/16,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,02,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/02/17,A/02/17,A/02/17,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,02,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/02/18,A/02/18,A/02/18,310874300.00,345250500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD2,Hunian,02,21.90,27.51,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,345250500.00,282613000.00,PT ALFA RETAILINDO
A/02/19,A/02/19,A/02/19,580592870.00,644819000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,2BRC,Hunian,02,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,644819000.00,527811700.00,PT ALFA RETAILINDO
A/02/20,A/02/20,A/02/20,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,02,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/02/21,A/02/21,A/02/21,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,02,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/02/23,A/02/23,A/02/23,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,02,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/02/25,A/02/25,A/02/25,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,02,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/02/26,A/02/26,A/02/26,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,02,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/02/27,A/02/27,A/02/27,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,02,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/02/28,A/02/28,A/02/28,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,02,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/02/29,A/02/29,A/02/29,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,02,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/02/30,A/02/30,A/02/30,853138700.00,947525000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,3BR,Hunian,02,60.10,75.50,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,947525000.00,775580636.36,PT ALFA RETAILINDO
A/03/01,A/03/01,A/03/01,580592870.00,644819000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,2BRC,Hunian,03,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,644819000.00,527811700.00,PT ALFA RETAILINDO
A/03/02,A/03/02,A/03/02,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/03,A/03/03,A/03/03,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/05,A/03/05,A/03/05,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/06,A/03/06,A/03/06,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/07,A/03/07,A/03/07,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/08,A/03/08,A/03/08,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/09,A/03/09,A/03/09,580592870.00,644819000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,2BRC,Hunian,03,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,644819000.00,527811700.00,PT ALFA RETAILINDO
A/03/10,A/03/10,A/03/10,580592870.00,644819000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,2BRC,Hunian,03,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,644819000.00,527811700.00,PT ALFA RETAILINDO
A/03/11,A/03/11,A/03/11,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/12,A/03/12,A/03/12,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/15,A/03/15,A/03/15,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/16,A/03/16,A/03/16,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/17,A/03/17,A/03/17,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/18,A/03/18,A/03/18,310874300.00,345250500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD2,Hunian,03,21.90,27.51,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,345250500.00,282613000.00,PT ALFA RETAILINDO
A/03/19,A/03/19,A/03/19,580592870.00,644819000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,2BRC,Hunian,03,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,644819000.00,527811700.00,PT ALFA RETAILINDO
A/03/20,A/03/20,A/03/20,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/21,A/03/21,A/03/21,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/23,A/03/23,A/03/23,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/25,A/03/25,A/03/25,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/26,A/03/26,A/03/26,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/27,A/03/27,A/03/27,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/28,A/03/28,A/03/28,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/29,A/03/29,A/03/29,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,03,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/03/30,A/03/30,A/03/30,853138700.00,947525000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,3BR,Hunian,03,60.10,75.50,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,947525000.00,775580636.36,PT ALFA RETAILINDO
A/05/01,A/05/01,A/05/01,580592870.00,644819000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,2BRC,Hunian,05,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,644819000.00,527811700.00,PT ALFA RETAILINDO
A/05/02,A/05/02,A/05/02,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/05/03,A/05/03,A/05/03,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/05/05,A/05/05,A/05/05,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/05/06,A/05/06,A/05/06,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/05/07,A/05/07,A/05/07,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/05/08,A/05/08,A/05/08,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/05/09,A/05/09,A/05/09,580592870.00,644819000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,2BRC,Hunian,05,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,644819000.00,527811700.00,PT ALFA RETAILINDO
A/05/10,A/05/10,A/05/10,580592870.00,644819000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,2BRC,Hunian,05,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,644819000.00,527811700.00,PT ALFA RETAILINDO
A/05/11,A/05/11,A/05/11,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/05/12,A/05/12,A/05/12,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/05/15,A/05/15,A/05/15,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/05/16,A/05/16,A/05/16,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/05/17,A/05/17,A/05/17,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/05/18,A/05/18,A/05/18,310874300.00,345250500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD2,Hunian,05,21.90,27.51,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,345250500.00,282613000.00,PT ALFA RETAILINDO
A/05/19,A/05/19,A/05/19,580592870.00,644819000.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,2BRC,Hunian,05,40.90,51.38,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,644819000.00,527811700.00,PT ALFA RETAILINDO
A/05/20,A/05/20,A/05/20,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/05/21,A/05/21,A/05/21,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/05/23,A/05/23,A/05/23,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/05/25,A/05/25,A/05/25,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/05/26,A/05/26,A/05/26,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/05/27,A/05/27,A/05/27,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/05/28,A/05/28,A/05/28,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
A/05/29,A/05/29,A/05/29,271132200.00,301074500.00,All / Property,Stockable Product,Jl. Ir H. Juanda Bekasi,Apartement,Trans Park Juanda,Low Zone,Tower Jade,STD,Hunian,05,19.10,23.99,TRUE,TRUE,TRUE,TRUE,Dapat Dijual,1/1/2018,301074500.00,246483818.18,PT ALFA RETAILINDO
